user_id,tenant_id,line_user_id,title_name,first_name,last_name,display_name,email,phone_number,citizen_type,role_id,is_active,created_at,updated_at
00000001-0000-0000-0000-000000000051,00000000-0000-0000-0000-000000000001,Ucit00001,นาง,วิไลวรรณ,บุญมีโชค,วิไลวรรณ บุญมีโชค,citizen00001@example.com,821000097,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,17/5/2025 17:11,17/5/2025 17:11
00000001-0000-0000-0000-000000000052,00000000-0000-0000-0000-000000000001,Ucit00002,นางสาว,ประเสริฐ,ศิลปกิจ,ประเสริฐ ศิลปกิจ,citizen00002@example.com,831000194,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,2/4/2025 10:22,2/4/2025 10:22
00000001-0000-0000-0000-000000000053,00000000-0000-0000-0000-000000000001,Ucit00003,นาย,จันทร์เพ็ญ,ปานทอง,จันทร์เพ็ญ ปานทอง,citizen00003@example.com,841000291,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,16/2/2025 3:33,16/2/2025 3:33
00000001-0000-0000-0000-000000000054,00000000-0000-0000-0000-000000000001,Ucit00004,นาง,มานะ,นาคประสิทธิ์,มานะ นาคประสิทธิ์,citizen00004@example.com,861000388,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,2/1/2025 20:44,2/1/2025 20:44
00000001-0000-0000-0000-000000000055,00000000-0000-0000-0000-000000000001,Ucit00005,นางสาว,สุดสวย,ภักดีวงศ์,สุดสวย ภักดีวงศ์,citizen00005@example.com,871000485,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,18/5/2025 13:55,18/5/2025 13:55
00000001-0000-0000-0000-000000000056,00000000-0000-0000-0000-000000000001,Ucit00006,นาย,พิเชษฐ,นาคประสิทธิ์,พิเชษฐ นาคประสิทธิ์,citizen00006@example.com,881000582,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,3/4/2025 7:06,3/4/2025 7:06
00000001-0000-0000-0000-000000000057,00000000-0000-0000-0000-000000000001,Ucit00007,นาง,รัตนา,ชินวัตร,รัตนา ชินวัตร,citizen00007@example.com,891000679,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,17/2/2025 0:17,17/2/2025 0:17
00000001-0000-0000-0000-000000000058,00000000-0000-0000-0000-000000000001,Ucit00008,นางสาว,อรทัย,ประกอบกิจ,อรทัย ประกอบกิจ,citizen00008@example.com,901000776,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,3/1/2025 17:28,3/1/2025 17:28
00000001-0000-0000-0000-000000000059,00000000-0000-0000-0000-000000000001,Ucit00009,นาย,เกษม,วัฒนศิริ,เกษม วัฒนศิริ,citizen00009@example.com,911000873,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,19/5/2025 10:39,19/5/2025 10:39
00000001-0000-0000-0000-000000000060,00000000-0000-0000-0000-000000000001,Ucit00010,นาง,นิรันดร์,ยิ่งยศ,นิรันดร์ ยิ่งยศ,citizen00010@example.com,921000970,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,4/4/2025 3:50,4/4/2025 3:50
00000001-0000-0000-0000-000000000061,00000000-0000-0000-0000-000000000001,Ucit00011,นางสาว,ชนิดา,นิยมชัย,ชนิดา นิยมชัย,citizen00011@example.com,931001067,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,18/2/2025 21:01,18/2/2025 21:01
00000001-0000-0000-0000-000000000062,00000000-0000-0000-0000-000000000001,Ucit00012,นาย,อำพล,อุดมทรัพย์,อำพล อุดมทรัพย์,citizen00012@example.com,951001164,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,4/1/2025 14:12,4/1/2025 14:12
00000001-0000-0000-0000-000000000063,00000000-0000-0000-0000-000000000001,Ucit00013,นาง,ปัทมา,ชาติชาย,ปัทมา ชาติชาย,citizen00013@example.com,811001261,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,20/5/2025 7:23,20/5/2025 7:23
00000001-0000-0000-0000-000000000064,00000000-0000-0000-0000-000000000001,Ucit00014,นางสาว,วีรชัย,วิไลลักษณ์,วีรชัย วิไลลักษณ์,citizen00014@example.com,821001358,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,5/4/2025 0:34,5/4/2025 0:34
00000001-0000-0000-0000-000000000065,00000000-0000-0000-0000-000000000001,Ucit00015,นาย,สมฤดี,วิลาสินี,สมฤดี วิลาสินี,citizen00015@example.com,831001455,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,19/2/2025 17:45,19/2/2025 17:45
00000001-0000-0000-0000-000000000066,00000000-0000-0000-0000-000000000001,Ucit00016,นาง,ปรีดา,ภูมิพัฒน์,ปรีดา ภูมิพัฒน์,citizen00016@example.com,841001552,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,5/1/2025 10:56,5/1/2025 10:56
00000001-0000-0000-0000-000000000067,00000000-0000-0000-0000-000000000001,Ucit00017,นางสาว,วิลาวัลย์,สุนทรพิทักษ์,วิลาวัลย์ สุนทรพิทักษ์,citizen00017@example.com,861001649,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,21/5/2025 4:07,21/5/2025 4:07
00000001-0000-0000-0000-000000000068,00000000-0000-0000-0000-000000000001,Ucit00018,นาย,ชาตรี,ประกอบกิจ,ชาตรี ประกอบกิจ,citizen00018@example.com,871001746,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,6/4/2025 21:18,6/4/2025 21:18
00000001-0000-0000-0000-000000000069,00000000-0000-0000-0000-000000000001,Ucit00019,นาง,นงนุช,พลายงาม,นงนุช พลายงาม,citizen00019@example.com,881001843,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,20/2/2025 14:29,20/2/2025 14:29
00000001-0000-0000-0000-000000000070,00000000-0000-0000-0000-000000000001,Ucit00020,นางสาว,เทวัญ,วโรดม,เทวัญ วโรดม,citizen00020@example.com,891001940,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,6/1/2025 7:40,6/1/2025 7:40
00000001-0000-0000-0000-000000000071,00000000-0000-0000-0000-000000000001,Ucit00021,นาย,กาญจนา,บุญประคอง,กาญจนา บุญประคอง,citizen00021@example.com,901002037,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,22/5/2025 0:51,22/5/2025 0:51
00000001-0000-0000-0000-000000000072,00000000-0000-0000-0000-000000000001,Ucit00022,นาง,สรรเสริญ,มีชัย,สรรเสริญ มีชัย,citizen00022@example.com,911002134,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,7/4/2025 18:02,7/4/2025 18:02
00000001-0000-0000-0000-000000000073,00000000-0000-0000-0000-000000000001,Ucit00023,นางสาว,ปาริชาต,วงศ์สิทธิ์,ปาริชาต วงศ์สิทธิ์,citizen00023@example.com,921002231,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,21/2/2025 11:13,21/2/2025 11:13
00000001-0000-0000-0000-000000000074,00000000-0000-0000-0000-000000000001,Ucit00024,นาย,ณรงค์,บุญคง,ณรงค์ บุญคง,citizen00024@example.com,931002328,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,7/1/2025 4:24,7/1/2025 4:24
00000001-0000-0000-0000-000000000075,00000000-0000-0000-0000-000000000001,Ucit00025,นาง,ชุติมา,ทัศนีย์,ชุติมา ทัศนีย์,citizen00025@example.com,951002425,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,23/5/2025 21:35,23/5/2025 21:35
00000001-0000-0000-0000-000000000076,00000000-0000-0000-0000-000000000001,Ucit00026,นางสาว,อนุสรณ์,ลิ้มสุวรรณ,อนุสรณ์ ลิ้มสุวรรณ,citizen00026@example.com,811002522,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,8/4/2025 14:46,8/4/2025 14:46
00000001-0000-0000-0000-000000000077,00000000-0000-0000-0000-000000000001,Ucit00027,นาย,เบญจมาภรณ์,บุญมีโชค,เบญจมาภรณ์ บุญมีโชค,citizen00027@example.com,821002619,ประชาชน,aaaa0001-0000-0000-0000-000000000004,True,22/2/2025 7:57,22/2/2025 7:57
